,Unnamed: 0.1,Unnamed: 0,appid,name,release_date,developers,publishers,categories,genres,estimated_owners,average_playtime_forever,average_playtime_2weeks,median_playtime_forever,median_playtime_2weeks,peak_ccu,tags,pct_pos_total,num_reviews_total,'360 Video'],'Accounting','Accounting'],'Action','Action'],'Adventure','Adventure'],'Animation & Modeling','Animation & Modeling'],'Audio Production','Audio Production'],'Casual','Casual'],'Design & Illustration','Design & Illustration'],'Documentary','Early Access','Early Access'],'Education','Education'],'Episodic','Free To Play','Free To Play'],'Game Development','Game Development'],'Gore','Gore'],'Indie','Indie'],'Massively Multiplayer','Massively Multiplayer'],'Movie','Movie'],'Nudity','Photo Editing','Photo Editing'],'RPG','RPG'],'Racing','Racing'],'Short','Simulation','Simulation'],'Software Training','Software Training'],'Sports','Sports'],'Strategy','Strategy'],'Tutorial','Utilities','Utilities'],'Video Production','Video Production'],'Violent','Web Publishing','Web Publishing'],['Accounting',['Accounting'],['Action',['Action'],['Adventure',['Adventure'],['Animation & Modeling',['Animation & Modeling'],['Audio Production',['Audio Production'],['Casual',['Casual'],['Design & Illustration',['Design & Illustration'],['Early Access',['Early Access'],['Education',['Education'],['Free To Play',['Free To Play'],['Game Development',['Game Development'],['Gore',['Indie',['Indie'],['Massively Multiplayer',['Massively Multiplayer'],['Nudity',['Photo Editing',['Photo Editing'],['RPG',['RPG'],['Racing',['Racing'],['Sexual Content',['Simulation',['Simulation'],['Software Training',['Software Training'],['Sports',['Sports'],['Strategy',['Strategy'],['Utilities',['Utilities'],['Video Production',['Video Production'],['Violent',['Violent'],['Web Publishing'],[],360 Video,Accounting,Action,Adventure,Animation & Modeling,Audio Production,Casual,Design & Illustration,Documentary,Early Access,Education,Episodic,Free To Play,Game Development,Gore,Indie,Massively Multiplayer,Movie,Nudity,Photo Editing,RPG,Racing,Sexual Content,Short,Simulation,Software Training,Sports,Strategy,Tutorial,Utilities,Video Production,Violent,Web Publishing,title_clean,playtime_hours,fuzzy_match,title_clean_fuzzy,playtime_hours_fuzzy,time_to_beat,bayesian_score,completion_rate_avg,completion_rate_median,playtime_deviation,engagement_ratio,is_frequently_completed
23,23,45,250900,The Binding of Isaac: Rebirth,2014-11-04,"['Nicalis, Inc.', 'Edmund McMillen']","['Nicalis, Inc.']","['Single-player', 'Multi-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']",['Action'],10000000 - 20000000,9948,572,3230,117,24316,"{'Action Roguelike': 4027, 'Rogue-like': 3582, 'Indie': 3093, 'Replay Value': 2960, 'Difficult': 2640, 'Pixel Graphics': 2174, 'Dungeon Crawler': 1871, 'Great Soundtrack': 1709, 'Singleplayer': 1668, 'Dark': 1623, '2D': 1368, 'Local Co-Op': 1279, 'Remake': 1267, 'Gore': 1250, 'Procedural Generation': 1155, 'Rogue-lite': 1139, 'Atmospheric': 986, 'Co-op': 911, 'Action': 901, 'Horror': 832}",97,301745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,the binding of isaac: rebirth,5.33,,,,5.33,96.99723804538453,1.0,1.0,6718,31.106941838649156,1
24,24,46,582010,Monster Hunter: World,2018-08-08,"['CAPCOM Co., Ltd.']","['CAPCOM Co., Ltd.']","['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Remote Play on Tablet', 'HDR available', 'Family Sharing']",['Action'],10000000 - 20000000,8934,235,2747,79,35233,"{'Co-op': 2957, 'Multiplayer': 2761, 'Action': 2525, 'Open World': 2015, 'RPG': 1892, 'Character Customization': 1559, 'Third Person': 1524, 'Adventure': 1338, 'Fantasy': 1278, 'Difficult': 1149, 'Action RPG': 1148, 'Singleplayer': 1112, 'Exploration': 969, 'Great Soundtrack': 846, 'Replay Value': 841, 'Atmospheric': 668, 'Hack and Slash': 617, 'JRPG': 574, 'MMORPG': 357, 'Souls-like': 315}",89,292907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,monster hunter: world,47.56,,,,47.56,88.99852011014183,1.0,0.9626436781609194,6187,3.1307821698906646,1
26,26,49,264710,Subnautica,2018-01-23,['Unknown Worlds Entertainment'],['Unknown Worlds Entertainment'],"['Single-player', 'Steam Achievements', 'Full controller support', 'VR Supported', 'Steam Trading Cards', 'VR Support', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']","['Adventure', 'Indie']",2000000 - 5000000,2308,0,1565,0,5090,"{'Open World Survival Craft': 7508, 'Survival': 7471, 'Horror': 6572, 'Open World': 6237, 'Underwater': 6207, 'Exploration': 6107, 'Crafting': 5183, 'Base-Building': 5020, 'Singleplayer': 4916, 'Adventure': 4202, 'First-Person': 4154, 'Sci-fi': 3504, 'Multiplayer': 3092, 'Sandbox': 3029, 'Atmospheric': 3008, 'Aliens': 3001, 'Survival Horror': 2867, 'VR': 2825, 'Action': 2775, 'Indie': 2768}",97,276935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,subnautica,30.11,,,,30.11,96.99699065258706,1.0,0.866268127975202,743,1.2775379165282852,1
27,27,51,108600,Project Zomboid,2013-11-08,['The Indie Stone'],['The Indie Stone'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Remote Play Together', 'Family Sharing']","['Indie', 'RPG', 'Simulation', 'Early Access']",10000000 - 20000000,3715,574,715,169,24694,"{'Survival': 4484, 'Zombies': 3656, 'Open World': 3050, 'Multiplayer': 2743, 'Open World Survival Craft': 2720, 'Sandbox': 2314, 'Post-apocalyptic': 1930, 'Co-op': 1821, 'Crafting': 1556, 'Building': 1427, 'Indie': 1410, 'Simulation': 1377, 'RPG': 1361, 'Survival Horror': 1287, 'Realistic': 1143, 'Isometric': 1058, 'Singleplayer': 993, '2D': 878, 'Adventure': 801, 'Early Access': 754}",94,275109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,project zomboid,64.25,,,,64.25,93.9975158214226,0.9636835278858625,0.18547341115434499,3000,0.9636835278858625,0
28,28,52,548430,Deep Rock Galactic,2020-05-13,['Ghost Ship Games'],['Coffee Stain Publishing'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']",['Action'],5000000 - 10000000,3093,257,808,178,11604,"{'Dwarf': 6314, 'Co-op': 2475, 'PvE': 2102, 'FPS': 1967, 'Procedural Generation': 1827, 'Class-Based': 1766, 'Shooter': 1756, 'Exploration': 1729, 'First-Person': 1670, 'Loot': 1591, 'Sci-fi': 1561, 'Space': 1522, 'Action': 1509, 'Atmospheric': 1444, 'Looter Shooter': 1415, 'Combat': 1394, 'Survival': 1295, 'Horror': 1245, 'Dark': 1219, 'Action Roguelike': 1177}",97,267655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deep rock galactic,46.81,,,,46.81,96.99688633348956,1.0,0.2876878159937335,2285,1.1012604144413585,0
30,30,54,1118200,People Playground,2019-07-23,['mestiez'],['Studio Minus'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Family Sharing']","['Action', 'Casual', 'Indie', 'Simulation']",5000000 - 10000000,3068,20,735,25,5144,"{'Sandbox': 2068, 'Gore': 1567, 'Physics': 1517, 'Blood': 1387, 'Moddable': 1359, 'Violent': 1342, '2D': 1301, 'Singleplayer': 1220, 'Destruction': 1096, 'Simulation': 951, 'Funny': 885, 'Building': 839, 'Pixel Graphics': 760, 'Psychological Horror': 577, 'Indie': 525, 'Action': 524, 'Casual': 516, 'Comedy': 515, 'Horror': 511, 'Choose Your Own Adventure': 431}",98,258453,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,people playground,5.0,,,,5.0,97.99658207412224,1.0,1.0,2333,10.226666666666667,1
31,31,56,377160,Fallout 4,2015-11-09,['Bethesda Game Studios'],['Bethesda Softworks'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']",['RPG'],10000000 - 20000000,7468,759,1928,1137,17117,"{'Open World': 9834, 'Post-apocalyptic': 8661, 'Singleplayer': 6818, 'Exploration': 6745, 'RPG': 6248, 'Adventure': 5136, 'Atmospheric': 5073, 'Shooter': 4883, 'First-Person': 4440, 'Story Rich': 4314, 'Action': 3748, 'Sci-fi': 3699, 'FPS': 3689, 'Action RPG': 3298, 'Sandbox': 3287, 'Great Soundtrack': 2996, 'Survival': 2928, 'Third Person': 2927, 'Third-Person Shooter': 2328, 'Character Customization': 1370}",83,258216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,fallout 4,27.0,,,,27.0,82.99948292034887,1.0,1.0,5540,4.609876543209877,1
32,32,59,251570,7 Days to Die,2024-07-25,['The Fun Pimps'],['The Fun Pimps Entertainment LLC'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Includes level editor', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']",10000000 - 20000000,6457,1358,1633,861,25426,"{'Survival': 6898, 'Zombies': 5233, 'Multiplayer': 4869, 'Open World': 4827, 'Open World Survival Craft': 4775, 'Base-Building': 4366, 'Voxel': 4261, 'Post-apocalyptic': 4240, 'Online Co-Op': 4184, 'Building': 4043, 'Exploration': 4027, 'Sandbox': 3962, 'FPS': 3809, 'Simulation': 3786, 'Character Customization': 3693, 'Tower Defense': 3683, 'Action': 3683, 'Strategy': 3677, 'Horror': 3654, 'Procedural Generation': 3648}",88,249049,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,7 days to die,53.2,,,,53.2,87.99846027445643,1.0,0.5115914786967418,4824,2.0228696741854635,0
33,33,64,238960,Path of Exile,2013-10-23,['Grinding Gear Games'],['Grinding Gear Games'],"['Single-player', 'Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases', 'Remote Play on Tablet']","['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Free To Play']",20000000 - 50000000,10679,1187,408,359,32104,"{'Free to Play': 17278, 'Dark Fantasy': 3953, 'Action RPG': 3877, 'Hack and Slash': 3540, 'Loot': 3178, 'MMORPG': 3147, 'Multiplayer': 3118, 'Dungeon Crawler': 3087, 'Isometric': 3073, 'Character Customization': 3055, 'RPG': 3051, 'Inventory Management': 3026, 'Online Co-Op': 3026, 'Singleplayer': 3023, 'Action': 3008, 'PvP': 2980, 'Horror': 2972, 'Massively Multiplayer': 2234, 'Fantasy': 1432, 'Adventure': 1322}",89,233530,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,path of exile,30.07,,,,30.07,88.99814391603229,1.0,0.22613900897904887,10271,5.9189668551158405,0
34,34,65,394360,Hearts of Iron IV,2016-06-06,['Paradox Development Studio'],['Paradox Interactive'],"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Remote Play on Tablet', 'Family Sharing']","['Simulation', 'Strategy']",5000000 - 10000000,18552,551,4526,390,53652,"{'Strategy': 3497, 'World War II': 2755, 'Grand Strategy': 2627, 'War': 2335, 'Historical': 2288, 'Military': 2052, 'Alternate History': 1755, 'Multiplayer': 1561, 'Simulation': 1328, 'Tactical': 1283, 'Real-Time with Pause': 1156, 'Singleplayer': 1152, 'RTS': 1127, 'Diplomacy': 1053, 'Sandbox': 853, 'Co-op': 763, 'Strategy RPG': 659, 'Open World': 644, 'Competitive': 641, 'Action': 608}",91,232964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,hearts of iron iv,51.03,,,,51.03,90.99771024876969,1.0,1.0,14026,6.059180873995689,1
36,36,72,976730,Halo: The Master Chief Collection,2019-12-03,"['343 Industries', 'Splash Damage', 'Ruffian Games', 'Bungie', 'Saber Interactive']",['Xbox Game Studios'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']",['Action'],5000000 - 10000000,1894,295,754,462,3771,"{'Great Soundtrack': 3642, 'FPS': 3538, 'Classic': 3312, 'Multiplayer': 3256, 'Story Rich': 3042, 'Sci-fi': 3037, 'Co-op': 2821, 'First-Person': 2645, 'Epic': 2535, 'Shooter': 2513, 'Action': 2506, 'Singleplayer': 2424, 'Aliens': 2344, 'Lore-Rich': 2317, 'Beautiful': 2184, 'Space': 2154, 'Atmospheric': 2034, 'Adventure': 1689, 'Horror': 782, 'Online Co-Op': 440}",92,217360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,halo: the master chief collection,43.19,,,,43.19,91.99731592800157,0.7308790615111523,0.2909624141390754,1140,0.7308790615111523,0
37,37,74,107410,Arma 3,2013-09-12,['Bohemia Interactive'],['Bohemia Interactive'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Leaderboards', 'Includes level editor']","['Action', 'Simulation', 'Strategy']",10000000 - 20000000,11299,1034,981,1362,8742,"{'Military': 6025, 'Action': 5782, 'Multiplayer': 5661, 'Shooter': 5246, 'Simulation': 5240, 'Realistic': 4488, 'First-Person': 4266, 'Open World': 3975, 'Tactical': 3847, 'FPS': 3805, 'War': 3543, 'Co-op': 3405, 'Strategy': 2778, 'Sandbox': 2742, 'Singleplayer': 2121, 'Moddable': 1980, 'Combat': 1948, 'Online Co-Op': 1896, 'Team-Based': 1782, 'Third-Person Shooter': 1749}",90,213125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,arma 3,19.0,,,,19.0,89.99773170356197,1.0,0.8605263157894738,10318,9.91140350877193,1
39,39,78,632360,Risk of Rain 2,2020-08-11,['Hopoo Games'],['Gearbox Publishing'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Indie']",5000000 - 10000000,3145,229,1041,78,6183,"{'Third-Person Shooter': 2849, 'Action Roguelike': 2711, 'Multiplayer': 2654, 'Co-op': 2335, 'Action': 2207, 'Rogue-lite': 2171, 'Rogue-like': 2073, 'Looter Shooter': 2016, 'Loot': 1655, 'Online Co-Op': 1345, 'Shooter': 1255, 'Difficult': 1120, 'Great Soundtrack': 1109, 'Third Person': 1097, 'Indie': 1077, 'Survival': 1053, 'Singleplayer': 1034, 'Soundtrack': 941, 'Early Access': 635, 'Bullet Hell': 509}",93,207592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,risk of rain 2,6.5,,,,6.5,92.99694886346126,1.0,1.0,2104,8.064102564102564,1
40,40,81,255710,Cities: Skylines,2015-03-10,['Colossal Order Ltd.'],['Paradox Interactive'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Remote Play on Tablet', 'Family Sharing']","['Simulation', 'Strategy']",10000000 - 20000000,4406,511,666,1017,10905,"{'City Builder': 5115, 'Simulation': 3696, 'Building': 3113, 'Management': 2577, 'Strategy': 2382, 'Sandbox': 2193, 'Singleplayer': 2104, 'Economy': 1823, 'Moddable': 1822, 'Resource Management': 1433, 'Mod': 1334, 'Realistic': 1046, 'Replay Value': 818, 'Casual': 771, 'Modern': 667, 'Real-Time with Pause': 642, 'Family Friendly': 607, 'Great Soundtrack': 508, 'Funny': 339, 'Action': 154}",93,202025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,cities: skylines,25.86,,,,25.86,92.99686480715984,1.0,0.42923433874709976,3740,2.8396493941737564,0
41,41,84,49520,Borderlands 2,2012-09-17,"['Gearbox Software', 'Aspyr (Mac)', 'Aspyr (Linux)']","['2K', 'Aspyr (Mac)', 'Aspyr (Linux)']","['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'RPG']",5000000 - 10000000,3072,186,975,209,3373,"{'Loot': 9734, 'Shooter': 9233, 'Action': 9125, 'Multiplayer': 7575, 'Co-op': 7444, 'Looter Shooter': 7159, 'FPS': 6884, 'RPG': 5539, 'First-Person': 5404, 'Funny': 5072, 'Comedy': 4846, 'Open World': 3514, 'Combat': 2972, 'Online Co-Op': 2138, 'Adventure': 2031, 'Action RPG': 1789, 'Dark Humor': 1705, 'Singleplayer': 1392, 'Memes': 1357, 'Sci-fi': 1324}",95,194303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,borderlands 2,30.21,,,,30.21,94.9962257125273,1.0,0.5379013571665011,2097,1.6948030453492222,0
44,44,98,427520,Factorio,2020-08-14,['Wube Software LTD.'],['Wube Software LTD.'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Includes level editor', 'Remote Play on Tablet', 'Family Sharing']","['Casual', 'Indie', 'Simulation', 'Strategy']",5000000 - 10000000,13724,387,4587,281,16739,"{'Automation': 4667, 'Base-Building': 4320, 'Resource Management': 3694, 'Sandbox': 3033, 'Crafting': 2729, 'Strategy': 2269, 'Multiplayer': 2141, 'Survival': 2093, 'Management': 1849, 'Open World': 1832, 'Building': 1622, 'Co-op': 1558, '2D': 1441, 'Moddable': 1331, 'Singleplayer': 1298, 'Trains': 1288, 'Simulation': 1267, 'Pixel Graphics': 1246, 'City Builder': 1240, 'Indie': 1109}",97,167922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,factorio,49.47,,,,49.47,96.99503760095028,1.0,1.0,9137,4.623677649754059,1
